ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L+StopWordRemoval,31037,SUMMARY.TXT,0.23490,0.51079,0.32181,4

ROUGE-1+StopWordRemoval,31037,SUMMARY.TXT,0.20971,0.64155,0.31609,4

ROUGE-2+StopWordRemoval,31037,SUMMARY.TXT,0.12735,0.30390,0.17949,4

ROUGE-SU4+StopWordRemoval,31037,SUMMARY.TXT,0.15635,0.33387,0.21297,4

ROUGE-L+StopWordRemoval,30982,SUMMARY.TXT,0.24998,0.53498,0.34074,3

ROUGE-1+StopWordRemoval,30982,SUMMARY.TXT,0.22000,0.67424,0.33175,3

ROUGE-2+StopWordRemoval,30982,SUMMARY.TXT,0.12299,0.33333,0.17968,3

ROUGE-SU4+StopWordRemoval,30982,SUMMARY.TXT,0.15506,0.36718,0.21804,3

ROUGE-L+StopWordRemoval,31274,SUMMARY.TXT,0.28410,0.63391,0.39236,3

ROUGE-1+StopWordRemoval,31274,SUMMARY.TXT,0.24090,0.72381,0.36148,3

ROUGE-2+StopWordRemoval,31274,SUMMARY.TXT,0.11593,0.37515,0.17712,3

ROUGE-SU4+StopWordRemoval,31274,SUMMARY.TXT,0.14873,0.39664,0.21633,3

ROUGE-L+StopWordRemoval,31031,SUMMARY.TXT,0.29026,0.44359,0.35090,5

ROUGE-1+StopWordRemoval,31031,SUMMARY.TXT,0.28913,0.58677,0.38738,5

ROUGE-2+StopWordRemoval,31031,SUMMARY.TXT,0.12003,0.21684,0.15452,5

ROUGE-SU4+StopWordRemoval,31031,SUMMARY.TXT,0.17553,0.25760,0.20879,5

ROUGE-L+StopWordRemoval,31034,SUMMARY.TXT,0.28811,0.56790,0.38228,3

ROUGE-1+StopWordRemoval,31034,SUMMARY.TXT,0.27458,0.70361,0.39501,3

ROUGE-2+StopWordRemoval,31034,SUMMARY.TXT,0.15778,0.36715,0.22071,3

ROUGE-SU4+StopWordRemoval,31034,SUMMARY.TXT,0.19144,0.37353,0.25314,3

ROUGE-L+StopWordRemoval,31033,SUMMARY.TXT,0.30957,0.40947,0.35258,3

ROUGE-1+StopWordRemoval,31033,SUMMARY.TXT,0.28823,0.53968,0.37577,3

ROUGE-2+StopWordRemoval,31033,SUMMARY.TXT,0.14890,0.20154,0.17126,3

ROUGE-SU4+StopWordRemoval,31033,SUMMARY.TXT,0.20713,0.22866,0.21736,3

ROUGE-L+StopWordRemoval,32926,SUMMARY.TXT,0.36111,0.50741,0.42194,3

ROUGE-1+StopWordRemoval,32926,SUMMARY.TXT,0.31711,0.55405,0.40336,3

ROUGE-2+StopWordRemoval,32926,SUMMARY.TXT,0.17773,0.29266,0.22116,3

ROUGE-SU4+StopWordRemoval,32926,SUMMARY.TXT,0.23969,0.26440,0.25144,3

ROUGE-L+StopWordRemoval,31959,SUMMARY.TXT,0.31315,0.40819,0.35441,4

ROUGE-1+StopWordRemoval,31959,SUMMARY.TXT,0.35046,0.52848,0.42144,4

ROUGE-2+StopWordRemoval,31959,SUMMARY.TXT,0.14573,0.18845,0.16436,4

ROUGE-SU4+StopWordRemoval,31959,SUMMARY.TXT,0.20813,0.22201,0.21485,4

ROUGE-L+StopWordRemoval,31831,SUMMARY.TXT,0.30907,0.45397,0.36776,4

ROUGE-1+StopWordRemoval,31831,SUMMARY.TXT,0.26421,0.58272,0.36358,4

ROUGE-2+StopWordRemoval,31831,SUMMARY.TXT,0.13323,0.27639,0.17979,4

ROUGE-SU4+StopWordRemoval,31831,SUMMARY.TXT,0.18253,0.30445,0.22823,4

ROUGE-L+StopWordRemoval,31834,SUMMARY.TXT,0.27148,0.42199,0.33040,3

ROUGE-1+StopWordRemoval,31834,SUMMARY.TXT,0.25368,0.52886,0.34289,3

ROUGE-2+StopWordRemoval,31834,SUMMARY.TXT,0.10267,0.18913,0.13309,3

ROUGE-SU4+StopWordRemoval,31834,SUMMARY.TXT,0.16329,0.22396,0.18888,3

ROUGE-L+StopWordRemoval,31955,SUMMARY.TXT,0.33530,0.37362,0.35342,3

ROUGE-1+StopWordRemoval,31955,SUMMARY.TXT,0.37482,0.50568,0.43052,3

ROUGE-2+StopWordRemoval,31955,SUMMARY.TXT,0.14809,0.17726,0.16137,3

ROUGE-SU4+StopWordRemoval,31955,SUMMARY.TXT,0.22693,0.20849,0.21732,3

ROUGE-L+StopWordRemoval,30866,SUMMARY.TXT,0.30957,0.39264,0.34619,4

ROUGE-1+StopWordRemoval,30866,SUMMARY.TXT,0.25663,0.51252,0.34201,4

ROUGE-2+StopWordRemoval,30866,SUMMARY.TXT,0.10786,0.21630,0.14394,4

ROUGE-SU4+StopWordRemoval,30866,SUMMARY.TXT,0.16609,0.25102,0.19991,4

ROUGE-L+StopWordRemoval,32129,SUMMARY.TXT,0.31440,0.34779,0.33025,4

ROUGE-1+StopWordRemoval,32129,SUMMARY.TXT,0.24571,0.49013,0.32732,4

ROUGE-2+StopWordRemoval,32129,SUMMARY.TXT,0.11443,0.16996,0.13678,4

ROUGE-SU4+StopWordRemoval,32129,SUMMARY.TXT,0.17689,0.20604,0.19035,4

ROUGE-L+StopWordRemoval,31939,SUMMARY.TXT,0.13020,0.52830,0.20892,3

ROUGE-1+StopWordRemoval,31939,SUMMARY.TXT,0.07969,0.64629,0.14188,3

ROUGE-2+StopWordRemoval,31939,SUMMARY.TXT,0.02256,0.14766,0.03915,3

ROUGE-SU4+StopWordRemoval,31939,SUMMARY.TXT,0.04645,0.23407,0.07751,3

ROUGE-L+StopWordRemoval,31938,SUMMARY.TXT,0.29995,0.52065,0.38062,3

ROUGE-1+StopWordRemoval,31938,SUMMARY.TXT,0.25319,0.66241,0.36636,3

ROUGE-2+StopWordRemoval,31938,SUMMARY.TXT,0.13652,0.30350,0.18832,3

ROUGE-SU4+StopWordRemoval,31938,SUMMARY.TXT,0.18018,0.32051,0.23068,3

ROUGE-L+StopWordRemoval,31817,SUMMARY.TXT,0.24775,0.44124,0.31733,4

ROUGE-1+StopWordRemoval,31817,SUMMARY.TXT,0.24903,0.52575,0.33798,4

ROUGE-2+StopWordRemoval,31817,SUMMARY.TXT,0.08689,0.23641,0.12707,4

ROUGE-SU4+StopWordRemoval,31817,SUMMARY.TXT,0.14001,0.25654,0.18115,4

ROUGE-L+StopWordRemoval,30849,SUMMARY.TXT,0.32549,0.36626,0.34467,4

ROUGE-1+StopWordRemoval,30849,SUMMARY.TXT,0.30406,0.48649,0.37423,4

ROUGE-2+StopWordRemoval,30849,SUMMARY.TXT,0.14464,0.19584,0.16639,4

ROUGE-SU4+StopWordRemoval,30849,SUMMARY.TXT,0.19569,0.21609,0.20538,4

ROUGE-L+StopWordRemoval,31260,SUMMARY.TXT,0.24313,0.44386,0.31417,3

ROUGE-1+StopWordRemoval,31260,SUMMARY.TXT,0.23101,0.59670,0.33307,3

ROUGE-2+StopWordRemoval,31260,SUMMARY.TXT,0.09722,0.22320,0.13544,3

ROUGE-SU4+StopWordRemoval,31260,SUMMARY.TXT,0.14613,0.28759,0.19379,3

ROUGE-L+StopWordRemoval,31146,SUMMARY.TXT,0.31197,0.44213,0.36582,3

ROUGE-1+StopWordRemoval,31146,SUMMARY.TXT,0.28452,0.58198,0.38219,3

ROUGE-2+StopWordRemoval,31146,SUMMARY.TXT,0.14328,0.22142,0.17398,3

ROUGE-SU4+StopWordRemoval,31146,SUMMARY.TXT,0.20465,0.27523,0.23475,3

ROUGE-L+StopWordRemoval,32236,SUMMARY.TXT,0.21395,0.50545,0.30065,3

ROUGE-1+StopWordRemoval,32236,SUMMARY.TXT,0.19668,0.62307,0.29899,3

ROUGE-2+StopWordRemoval,32236,SUMMARY.TXT,0.10060,0.36299,0.15754,3

ROUGE-SU4+StopWordRemoval,32236,SUMMARY.TXT,0.12484,0.39546,0.18977,3

ROUGE-L+StopWordRemoval,32599,SUMMARY.TXT,0.22040,0.40345,0.28507,5

ROUGE-1+StopWordRemoval,32599,SUMMARY.TXT,0.20800,0.56318,0.30380,5

ROUGE-2+StopWordRemoval,32599,SUMMARY.TXT,0.07947,0.16594,0.10747,5

ROUGE-SU4+StopWordRemoval,32599,SUMMARY.TXT,0.13143,0.21716,0.16375,5

ROUGE-L+StopWordRemoval,32116,SUMMARY.TXT,0.30516,0.33228,0.31814,3

ROUGE-1+StopWordRemoval,32116,SUMMARY.TXT,0.29412,0.46118,0.35917,3

ROUGE-2+StopWordRemoval,32116,SUMMARY.TXT,0.09476,0.15439,0.11744,3

ROUGE-SU4+StopWordRemoval,32116,SUMMARY.TXT,0.15115,0.19777,0.17135,3

ROUGE-L+StopWordRemoval,31940,SUMMARY.TXT,0.38466,0.36258,0.37330,4

ROUGE-1+StopWordRemoval,31940,SUMMARY.TXT,0.31409,0.46201,0.37395,4

ROUGE-2+StopWordRemoval,31940,SUMMARY.TXT,0.15193,0.19513,0.17084,4

ROUGE-SU4+StopWordRemoval,31940,SUMMARY.TXT,0.21061,0.21498,0.21278,4

ROUGE-L+StopWordRemoval,32355,SUMMARY.TXT,0.30829,0.49081,0.37871,3

ROUGE-1+StopWordRemoval,32355,SUMMARY.TXT,0.30624,0.60888,0.40752,3

ROUGE-2+StopWordRemoval,32355,SUMMARY.TXT,0.14705,0.28390,0.19374,3

ROUGE-SU4+StopWordRemoval,32355,SUMMARY.TXT,0.18940,0.31691,0.23710,3

ROUGE-L+StopWordRemoval,32597,SUMMARY.TXT,0.31671,0.29491,0.30542,4

ROUGE-1+StopWordRemoval,32597,SUMMARY.TXT,0.29625,0.39402,0.33821,4

ROUGE-2+StopWordRemoval,32597,SUMMARY.TXT,0.13114,0.14273,0.13669,4

ROUGE-SU4+StopWordRemoval,32597,SUMMARY.TXT,0.19472,0.16022,0.17579,4

ROUGE-L+StopWordRemoval,32113,SUMMARY.TXT,0.24265,0.51923,0.33073,4

ROUGE-1+StopWordRemoval,32113,SUMMARY.TXT,0.22141,0.64225,0.32929,4

ROUGE-2+StopWordRemoval,32113,SUMMARY.TXT,0.10113,0.28107,0.14875,4

ROUGE-SU4+StopWordRemoval,32113,SUMMARY.TXT,0.13870,0.30708,0.19109,4

ROUGE-L+StopWordRemoval,30850,SUMMARY.TXT,0.37736,0.45833,0.41393,3

ROUGE-1+StopWordRemoval,30850,SUMMARY.TXT,0.38143,0.62260,0.47305,3

ROUGE-2+StopWordRemoval,30850,SUMMARY.TXT,0.17151,0.22977,0.19641,3

ROUGE-SU4+StopWordRemoval,30850,SUMMARY.TXT,0.25062,0.27109,0.26045,3

ROUGE-L+StopWordRemoval,31026,SUMMARY.TXT,0.30011,0.49854,0.37468,3

ROUGE-1+StopWordRemoval,31026,SUMMARY.TXT,0.25081,0.61333,0.35603,3

ROUGE-2+StopWordRemoval,31026,SUMMARY.TXT,0.10400,0.28610,0.15254,3

ROUGE-SU4+StopWordRemoval,31026,SUMMARY.TXT,0.16246,0.31367,0.21406,3

ROUGE-L+StopWordRemoval,31383,SUMMARY.TXT,0.20175,0.47561,0.28332,4

ROUGE-1+StopWordRemoval,31383,SUMMARY.TXT,0.18632,0.57011,0.28085,4

ROUGE-2+StopWordRemoval,31383,SUMMARY.TXT,0.06696,0.24574,0.10525,4

ROUGE-SU4+StopWordRemoval,31383,SUMMARY.TXT,0.11093,0.25840,0.15522,4

ROUGE-L+StopWordRemoval,31023,SUMMARY.TXT,0.34376,0.54136,0.42050,3

ROUGE-1+StopWordRemoval,31023,SUMMARY.TXT,0.25201,0.63504,0.36083,3

ROUGE-2+StopWordRemoval,31023,SUMMARY.TXT,0.12377,0.37389,0.18598,3

ROUGE-SU4+StopWordRemoval,31023,SUMMARY.TXT,0.15856,0.38705,0.22496,3

ROUGE-L+StopWordRemoval,31265,SUMMARY.TXT,0.24234,0.42289,0.30811,4

ROUGE-1+StopWordRemoval,31265,SUMMARY.TXT,0.23116,0.53228,0.32233,4

ROUGE-2+StopWordRemoval,31265,SUMMARY.TXT,0.07955,0.23339,0.11866,4

ROUGE-SU4+StopWordRemoval,31265,SUMMARY.TXT,0.13365,0.26617,0.17795,4

ROUGE-L+StopWordRemoval,31022,SUMMARY.TXT,0.21429,0.52821,0.30489,3

ROUGE-1+StopWordRemoval,31022,SUMMARY.TXT,0.20485,0.66732,0.31348,3

ROUGE-2+StopWordRemoval,31022,SUMMARY.TXT,0.09307,0.34381,0.14648,3

ROUGE-SU4+StopWordRemoval,31022,SUMMARY.TXT,0.12862,0.37441,0.19146,3

ROUGE-L+StopWordRemoval,31824,SUMMARY.TXT,0.37217,0.39832,0.38480,3

ROUGE-1+StopWordRemoval,31824,SUMMARY.TXT,0.35141,0.50201,0.41342,3

ROUGE-2+StopWordRemoval,31824,SUMMARY.TXT,0.17699,0.20657,0.19064,3

ROUGE-SU4+StopWordRemoval,31824,SUMMARY.TXT,0.22425,0.22500,0.22462,3

ROUGE-L+StopWordRemoval,30856,SUMMARY.TXT,0.28841,0.53385,0.37450,3

ROUGE-1+StopWordRemoval,30856,SUMMARY.TXT,0.26360,0.65491,0.37590,3

ROUGE-2+StopWordRemoval,30856,SUMMARY.TXT,0.12569,0.35828,0.18610,3

ROUGE-SU4+StopWordRemoval,30856,SUMMARY.TXT,0.17789,0.39056,0.24445,3

ROUGE-L+StopWordRemoval,31948,SUMMARY.TXT,0.30093,0.50685,0.37764,3

ROUGE-1+StopWordRemoval,31948,SUMMARY.TXT,0.30305,0.60014,0.40273,3

ROUGE-2+StopWordRemoval,31948,SUMMARY.TXT,0.14679,0.24803,0.18443,3

ROUGE-SU4+StopWordRemoval,31948,SUMMARY.TXT,0.19543,0.27371,0.22804,3

ROUGE-L+StopWordRemoval,30858,SUMMARY.TXT,0.27901,0.47285,0.35094,4

ROUGE-1+StopWordRemoval,30858,SUMMARY.TXT,0.24020,0.57171,0.33828,4

ROUGE-2+StopWordRemoval,30858,SUMMARY.TXT,0.10388,0.25194,0.14711,4

ROUGE-SU4+StopWordRemoval,30858,SUMMARY.TXT,0.15394,0.28948,0.20100,4

ROUGE-L+StopWordRemoval,31705,SUMMARY.TXT,0.31671,0.44861,0.37129,4

ROUGE-1+StopWordRemoval,31705,SUMMARY.TXT,0.25801,0.53652,0.34845,4

ROUGE-2+StopWordRemoval,31705,SUMMARY.TXT,0.12115,0.21617,0.15528,4

ROUGE-SU4+StopWordRemoval,31705,SUMMARY.TXT,0.17496,0.22547,0.19703,4

ROUGE-L+StopWordRemoval,31942,SUMMARY.TXT,0.31928,0.55326,0.40490,3

ROUGE-1+StopWordRemoval,31942,SUMMARY.TXT,0.27879,0.66667,0.39316,3

ROUGE-2+StopWordRemoval,31942,SUMMARY.TXT,0.14861,0.37209,0.21239,3

ROUGE-SU4+StopWordRemoval,31942,SUMMARY.TXT,0.17384,0.39400,0.24124,3

ROUGE-L+StopWordRemoval,30852,SUMMARY.TXT,0.31727,0.49873,0.38782,3

ROUGE-1+StopWordRemoval,30852,SUMMARY.TXT,0.25787,0.60385,0.36140,3

ROUGE-2+StopWordRemoval,30852,SUMMARY.TXT,0.14371,0.32189,0.19871,3

ROUGE-SU4+StopWordRemoval,30852,SUMMARY.TXT,0.17700,0.33176,0.23084,3

ROUGE-L+StopWordRemoval,32359,SUMMARY.TXT,0.32557,0.38912,0.35452,3

ROUGE-1+StopWordRemoval,32359,SUMMARY.TXT,0.26875,0.50000,0.34959,3

ROUGE-2+StopWordRemoval,32359,SUMMARY.TXT,0.12592,0.22194,0.16068,3

ROUGE-SU4+StopWordRemoval,32359,SUMMARY.TXT,0.17115,0.24484,0.20146,3

ROUGE-L+StopWordRemoval,30855,SUMMARY.TXT,0.26949,0.43011,0.33136,3

ROUGE-1+StopWordRemoval,30855,SUMMARY.TXT,0.21126,0.60501,0.31317,3

ROUGE-2+StopWordRemoval,30855,SUMMARY.TXT,0.08929,0.21529,0.12623,3

ROUGE-SU4+StopWordRemoval,30855,SUMMARY.TXT,0.12810,0.26703,0.17314,3

ROUGE-L+StopWordRemoval,30854,SUMMARY.TXT,0.33321,0.32655,0.32985,4

ROUGE-1+StopWordRemoval,30854,SUMMARY.TXT,0.38896,0.45752,0.42046,4

ROUGE-2+StopWordRemoval,30854,SUMMARY.TXT,0.15521,0.15426,0.15473,4

ROUGE-SU4+StopWordRemoval,30854,SUMMARY.TXT,0.24798,0.19189,0.21636,4

ROUGE-L+StopWordRemoval,30838,SUMMARY.TXT,0.33834,0.40424,0.36836,3

ROUGE-1+StopWordRemoval,30838,SUMMARY.TXT,0.41894,0.58805,0.48930,3

ROUGE-2+StopWordRemoval,30838,SUMMARY.TXT,0.15556,0.18785,0.17019,3

ROUGE-SU4+StopWordRemoval,30838,SUMMARY.TXT,0.24868,0.24122,0.24489,3

ROUGE-L+StopWordRemoval,31492,SUMMARY.TXT,0.26207,0.47680,0.33823,4

ROUGE-1+StopWordRemoval,31492,SUMMARY.TXT,0.21789,0.59579,0.31909,4

ROUGE-2+StopWordRemoval,31492,SUMMARY.TXT,0.11551,0.28437,0.16429,4

ROUGE-SU4+StopWordRemoval,31492,SUMMARY.TXT,0.15606,0.31520,0.20876,4

ROUGE-L+StopWordRemoval,31014,SUMMARY.TXT,0.25332,0.37997,0.30398,3

ROUGE-1+StopWordRemoval,31014,SUMMARY.TXT,0.20760,0.48694,0.29109,3

ROUGE-2+StopWordRemoval,31014,SUMMARY.TXT,0.08544,0.19762,0.11930,3

ROUGE-SU4+StopWordRemoval,31014,SUMMARY.TXT,0.13344,0.23850,0.17113,3

ROUGE-L+StopWordRemoval,31013,SUMMARY.TXT,0.32492,0.42222,0.36724,3

ROUGE-1+StopWordRemoval,31013,SUMMARY.TXT,0.29776,0.54465,0.38503,3

ROUGE-2+StopWordRemoval,31013,SUMMARY.TXT,0.15204,0.26507,0.19324,3

ROUGE-SU4+StopWordRemoval,31013,SUMMARY.TXT,0.20157,0.26916,0.23051,3

ROUGE-L+StopWordRemoval,32223,SUMMARY.TXT,0.28612,0.59541,0.38650,3

ROUGE-1+StopWordRemoval,32223,SUMMARY.TXT,0.23707,0.73372,0.35835,3

ROUGE-2+StopWordRemoval,32223,SUMMARY.TXT,0.12779,0.37117,0.19012,3

ROUGE-SU4+StopWordRemoval,32223,SUMMARY.TXT,0.16273,0.37020,0.22608,3

ROUGE-L+StopWordRemoval,32345,SUMMARY.TXT,0.32072,0.44402,0.37243,4

ROUGE-1+StopWordRemoval,32345,SUMMARY.TXT,0.31609,0.57446,0.40780,4

ROUGE-2+StopWordRemoval,32345,SUMMARY.TXT,0.14713,0.21793,0.17566,4

ROUGE-SU4+StopWordRemoval,32345,SUMMARY.TXT,0.21067,0.24930,0.22837,4

ROUGE-L+StopWordRemoval,31015,SUMMARY.TXT,0.34446,0.49060,0.40474,4

ROUGE-1+StopWordRemoval,31015,SUMMARY.TXT,0.33627,0.62475,0.43721,4

ROUGE-2+StopWordRemoval,31015,SUMMARY.TXT,0.17796,0.32589,0.23021,4

ROUGE-SU4+StopWordRemoval,31015,SUMMARY.TXT,0.22800,0.34175,0.27352,4

ROUGE-L+StopWordRemoval,30960,SUMMARY.TXT,0.34982,0.46620,0.39971,3

ROUGE-1+StopWordRemoval,30960,SUMMARY.TXT,0.36951,0.61302,0.46109,3

ROUGE-2+StopWordRemoval,30960,SUMMARY.TXT,0.18876,0.28080,0.22576,3

ROUGE-SU4+StopWordRemoval,30960,SUMMARY.TXT,0.24930,0.30188,0.27308,3

ROUGE-L+StopWordRemoval,32343,SUMMARY.TXT,0.33365,0.44424,0.38108,4

ROUGE-1+StopWordRemoval,32343,SUMMARY.TXT,0.29817,0.54979,0.38665,4

ROUGE-2+StopWordRemoval,32343,SUMMARY.TXT,0.12859,0.25051,0.16995,4

ROUGE-SU4+StopWordRemoval,32343,SUMMARY.TXT,0.19104,0.25918,0.21995,4

ROUGE-L+StopWordRemoval,32340,SUMMARY.TXT,0.30477,0.42907,0.35639,3

ROUGE-1+StopWordRemoval,32340,SUMMARY.TXT,0.29239,0.59237,0.39152,3

ROUGE-2+StopWordRemoval,32340,SUMMARY.TXT,0.14965,0.25493,0.18859,3

ROUGE-SU4+StopWordRemoval,32340,SUMMARY.TXT,0.20338,0.28269,0.23656,3

ROUGE-L+StopWordRemoval,31012,SUMMARY.TXT,0.35773,0.51770,0.42310,3

ROUGE-1+StopWordRemoval,31012,SUMMARY.TXT,0.31090,0.64267,0.41907,3

ROUGE-2+StopWordRemoval,31012,SUMMARY.TXT,0.12866,0.32619,0.18453,3

ROUGE-SU4+StopWordRemoval,31012,SUMMARY.TXT,0.19570,0.35313,0.25183,3

ROUGE-L+StopWordRemoval,31254,SUMMARY.TXT,0.27737,0.48868,0.35388,4

ROUGE-1+StopWordRemoval,31254,SUMMARY.TXT,0.23435,0.61745,0.33975,4

ROUGE-2+StopWordRemoval,31254,SUMMARY.TXT,0.10311,0.27354,0.14976,4

ROUGE-SU4+StopWordRemoval,31254,SUMMARY.TXT,0.14613,0.29966,0.19646,4

ROUGE-L+StopWordRemoval,32583,SUMMARY.TXT,0.30362,0.52343,0.38431,3

ROUGE-1+StopWordRemoval,32583,SUMMARY.TXT,0.31314,0.65178,0.42303,3

ROUGE-2+StopWordRemoval,32583,SUMMARY.TXT,0.17374,0.38197,0.23884,3

ROUGE-SU4+StopWordRemoval,32583,SUMMARY.TXT,0.21913,0.40754,0.28501,3

ROUGE-L+StopWordRemoval,32220,SUMMARY.TXT,0.39129,0.48016,0.43119,3

ROUGE-1+StopWordRemoval,32220,SUMMARY.TXT,0.34404,0.55905,0.42595,3

ROUGE-2+StopWordRemoval,32220,SUMMARY.TXT,0.20844,0.28852,0.24202,3

ROUGE-SU4+StopWordRemoval,32220,SUMMARY.TXT,0.25754,0.28800,0.27192,3

ROUGE-L+StopWordRemoval,30967,SUMMARY.TXT,0.27358,0.54211,0.36364,3

ROUGE-1+StopWordRemoval,30967,SUMMARY.TXT,0.21630,0.65143,0.32476,3

ROUGE-2+StopWordRemoval,30967,SUMMARY.TXT,0.11760,0.38634,0.18032,3

ROUGE-SU4+StopWordRemoval,30967,SUMMARY.TXT,0.15195,0.40649,0.22121,3

ROUGE-L+StopWordRemoval,30966,SUMMARY.TXT,0.23670,0.57812,0.33588,3

ROUGE-1+StopWordRemoval,30966,SUMMARY.TXT,0.22355,0.68354,0.33691,3

ROUGE-2+StopWordRemoval,30966,SUMMARY.TXT,0.10778,0.35979,0.16587,3

ROUGE-SU4+StopWordRemoval,30966,SUMMARY.TXT,0.14485,0.40127,0.21286,3

ROUGE-L+StopWordRemoval,30968,SUMMARY.TXT,0.24597,0.43939,0.31539,3

ROUGE-1+StopWordRemoval,30968,SUMMARY.TXT,0.21708,0.54826,0.31102,3

ROUGE-2+StopWordRemoval,30968,SUMMARY.TXT,0.08488,0.22739,0.12361,3

ROUGE-SU4+StopWordRemoval,30968,SUMMARY.TXT,0.13360,0.24695,0.17339,3

ROUGE-L+StopWordRemoval,32229,SUMMARY.TXT,0.33456,0.43488,0.37818,4

ROUGE-1+StopWordRemoval,32229,SUMMARY.TXT,0.26100,0.55921,0.35589,4

ROUGE-2+StopWordRemoval,32229,SUMMARY.TXT,0.12936,0.27566,0.17609,4

ROUGE-SU4+StopWordRemoval,32229,SUMMARY.TXT,0.16944,0.29412,0.21501,4

ROUGE-L+StopWordRemoval,30841,SUMMARY.TXT,0.31189,0.41639,0.35664,4

ROUGE-1+StopWordRemoval,30841,SUMMARY.TXT,0.24743,0.53565,0.33850,4

ROUGE-2+StopWordRemoval,30841,SUMMARY.TXT,0.10538,0.19872,0.13773,4

ROUGE-SU4+StopWordRemoval,30841,SUMMARY.TXT,0.16019,0.23083,0.18913,4

ROUGE-L+StopWordRemoval,30962,SUMMARY.TXT,0.22327,0.43124,0.29421,3

ROUGE-1+StopWordRemoval,30962,SUMMARY.TXT,0.21324,0.52995,0.30411,3

ROUGE-2+StopWordRemoval,30962,SUMMARY.TXT,0.11619,0.22068,0.15223,3

ROUGE-SU4+StopWordRemoval,30962,SUMMARY.TXT,0.15100,0.22977,0.18223,3

ROUGE-L+StopWordRemoval,30965,SUMMARY.TXT,0.32556,0.42532,0.36882,5

ROUGE-1+StopWordRemoval,30965,SUMMARY.TXT,0.37408,0.60426,0.46209,5

ROUGE-2+StopWordRemoval,30965,SUMMARY.TXT,0.17682,0.22591,0.19838,5

ROUGE-SU4+StopWordRemoval,30965,SUMMARY.TXT,0.24080,0.25423,0.24733,5

ROUGE-L+StopWordRemoval,32107,SUMMARY.TXT,0.27773,0.57122,0.37375,3

ROUGE-1+StopWordRemoval,32107,SUMMARY.TXT,0.19354,0.68178,0.30149,3

ROUGE-2+StopWordRemoval,32107,SUMMARY.TXT,0.10182,0.30125,0.15220,3

ROUGE-SU4+StopWordRemoval,32107,SUMMARY.TXT,0.14024,0.32261,0.19550,3

ROUGE-L+StopWordRemoval,31811,SUMMARY.TXT,0.28020,0.44489,0.34384,4

ROUGE-1+StopWordRemoval,31811,SUMMARY.TXT,0.28458,0.53257,0.37094,4

ROUGE-2+StopWordRemoval,31811,SUMMARY.TXT,0.13296,0.23852,0.17074,4

ROUGE-SU4+StopWordRemoval,31811,SUMMARY.TXT,0.17594,0.23901,0.20268,4

ROUGE-L+StopWordRemoval,32349,SUMMARY.TXT,0.29050,0.38832,0.33236,4

ROUGE-1+StopWordRemoval,32349,SUMMARY.TXT,0.26387,0.49925,0.34526,4

ROUGE-2+StopWordRemoval,32349,SUMMARY.TXT,0.13595,0.19955,0.16172,4

ROUGE-SU4+StopWordRemoval,32349,SUMMARY.TXT,0.19258,0.23248,0.21066,4

ROUGE-L+StopWordRemoval,30948,SUMMARY.TXT,0.29604,0.36612,0.32737,4

ROUGE-1+StopWordRemoval,30948,SUMMARY.TXT,0.24683,0.46656,0.32286,4

ROUGE-2+StopWordRemoval,30948,SUMMARY.TXT,0.11810,0.20721,0.15045,4

ROUGE-SU4+StopWordRemoval,30948,SUMMARY.TXT,0.16987,0.23232,0.19625,4

ROUGE-L+StopWordRemoval,30950,SUMMARY.TXT,0.26435,0.39655,0.31723,3

ROUGE-1+StopWordRemoval,30950,SUMMARY.TXT,0.24916,0.53456,0.33989,3

ROUGE-2+StopWordRemoval,30950,SUMMARY.TXT,0.10124,0.21404,0.13746,3

ROUGE-SU4+StopWordRemoval,30950,SUMMARY.TXT,0.14346,0.26702,0.18665,3

ROUGE-L+StopWordRemoval,32333,SUMMARY.TXT,0.37922,0.26667,0.31314,3

ROUGE-1+StopWordRemoval,32333,SUMMARY.TXT,0.40290,0.41131,0.40706,3

ROUGE-2+StopWordRemoval,32333,SUMMARY.TXT,0.18142,0.12973,0.15128,3

ROUGE-SU4+StopWordRemoval,32333,SUMMARY.TXT,0.25692,0.16090,0.19787,3

ROUGE-L+StopWordRemoval,31005,SUMMARY.TXT,0.23098,0.40000,0.29286,5

ROUGE-1+StopWordRemoval,31005,SUMMARY.TXT,0.17930,0.56501,0.27221,5

ROUGE-2+StopWordRemoval,31005,SUMMARY.TXT,0.06629,0.18538,0.09766,5

ROUGE-SU4+StopWordRemoval,31005,SUMMARY.TXT,0.10330,0.24106,0.14463,5

ROUGE-L+StopWordRemoval,32452,SUMMARY.TXT,0.22438,0.52532,0.31445,4

